category,price,discount,quantity,payment_method,delivery_time_days,region,total_amount,shipping_cost,profit_margin,customer_age,customer_gender,returned
1,389.6838690267705,0.07834527477398301,1,1,4,0,358.9572705451155,8.24056158198895,34.833309450452035,32,0,1
1,178.63591090019335,0.12224016666725362,1,3,4,3,156.59528210006374,8.226978900010213,10.562143266664084,44,0,1
0,6.610300756785961,0.049440176261632565,1,1,4,2,6.283995593459186,3.752498361905876,-0.926228336036161,34,1,1
3,77.2565041075169,0.019315710326965475,1,2,3,2,75.63784758211719,7.572074618141808,14.624273889893095,23,0,1
4,175.38377089762784,0.0,1,1,4,2,175.38377089762784,7.560073702033882,41.54904187355954,67,0,1
2,45.867759730067355,0.0,1,3,4,3,45.867759730067355,7.189925013916277,8.866911419654532,50,0,1
2,37.191523598213735,0.0,1,3,4,1,37.191523598213735,5.503090273448788,7.516736171716964,25,0,1
1,163.0059644059585,0.0,3,2,4,3,568.9672682789198,10.329181706972996,57.94635637162869,57,0,1
4,296.0538032894547,0.007323427845009806,2,1,3,2,588.0445688104979,9.829635241696437,154.82659956359265,33,0,1
4,317.7140805174684,0.05,1,0,4,2,301.8287766189572,7.11465364741842,77.3965237379631,35,1,1
1,22.874102945899978,0.0,1,1,5,1,22.874102945899978,4.203310548901268,4.120909864420734,19,0,1
2,23.446038520064413,0.0,2,3,4,4,46.892077040128825,6.950030934373792,9.695162405462408,44,0,1
0,15.635495255704486,0.08469157780069012,1,3,3,2,14.296553379773169,4.887390864006819,1.07469157780069,31,1,1
2,62.536967079811106,0.10002299080187052,2,0,3,0,112.43102812226579,7.873180061320863,29.440285085943195,18,0,1
5,20.518189776361442,0.11933576636360821,1,1,3,2,18.022648172362306,4.838671532727217,0.5658963496360201,26,0,1
4,64.18270817966953,0.0,1,3,4,2,64.18270817966953,6.378293430614926,11.59491938609833,24,0,1
1,322.57253478675796,0.1,1,0,4,2,290.31932147448555,9.04953593468913,25.78887820960028,42,0,1
1,331.3478796203769,0.01908897192549272,1,2,3,2,324.93016725902623,8.52013106444791,30.467547141961447,30,0,1
1,363.78044083316047,0.0,2,1,3,2,954.5968016882123,9.57515814276497,104.97820811928958,40,0,1
1,80.39536862044486,0.038168469776846785,1,2,4,1,77.21593508803352,5.627039410059935,3.6388361698996237,24,0,1
0,8.19241167351171,0.0,1,2,5,2,8.19241167351171,2.7142405353905152,0.9723000804751171,33,1,1
2,20.50691442953855,0.10150363117336794,1,5,3,1,18.314435996193804,4.795411935294654,1.31744439547001,19,1,1
0,15.964138903801043,0.11024805094387795,1,2,3,0,14.180235291336748,2.493277105301035,3.5707044694081427,31,0,1
1,9.236298331289934,0.0,1,2,6,1,9.236298331289934,2.5822128779233897,0.7860850886457996,53,1,1
0,6.489657909433466,0.03004276132081682,1,1,3,2,6.323421296791612,3.211846059245059,-0.4582394633965742,33,0,1
3,27.512925813356407,0.15724237460395948,1,4,3,1,22.992207543492572,3.9350972774554513,2.8484122006336645,56,0,1
2,83.63949923059437,0.27383509867553996,1,1,4,3,60.811866829928874,6.033763987018984,14.347060519603316,28,0,1
0,27.65926461986585,0.08804284887492567,2,4,4,1,67.83826288360024,7.314991314473974,21.587967574316036,53,0,1
2,7.943602441378731,0.005771512721172926,2,1,4,3,16.909916936949305,5.871848685289763,-0.43245099888965965,29,0,1
6,42.01214120496442,0.18870651905309255,1,1,5,2,34.06422829041598,5.0338021153574175,8.595889200808976,37,0,1
0,49.42146383745504,0.09254264767500194,1,1,3,2,44.83134851277495,6.182740871384966,13.635506062007602,51,0,1
1,206.98677116136798,0.1,1,2,4,1,186.28426538358238,8.008807175622769,14.348638537647254,58,0,1
1,750.2482896441696,0.0018425910362895816,1,0,5,3,748.8033297535114,9.693366672269358,80.15931297198952,53,1,1
0,12.034095732458256,0.1,1,2,5,1,10.831179759630464,3.3558041107790033,1.5158597805321632,53,0,1
4,365.55934446340973,0.0,1,2,4,2,365.55934446340973,9.270450683720197,93.62890010281525,53,1,1
2,25.27354759393862,0.05678343526168953,1,1,4,0,23.825471284297286,4.4461273597794895,3.8937197553719454,57,1,1
1,41.379814145044584,0.0,1,2,6,1,41.379814145044584,4.689459876773323,10.660278782433126,40,0,1
2,47.643207933792304,0.09150944582184993,2,2,4,2,85.92042408771827,7.099528274609745,22.970848929706204,46,0,1
0,15.132523297357787,0.10178788484699883,1,2,5,1,13.537846434754806,3.346769652132209,2.296103118766183,66,0,1
2,9.588230074161805,0.044077291877022834,1,2,6,1,9.173903530517789,3.4991150370809025,-0.38490053758575704,36,0,1
2,21.58745814118424,0.11570740902692121,1,2,4,2,19.097890328910818,3.9642444541615274,0.7971452519091542,35,0,1
0,24.588299126903234,0.03522455724761033,1,3,4,0,23.742909752960585,6.056146682459081,4.6300716886630875,63,0,1
3,34.53161546088254,0.02684020610172759,1,3,5,1,33.58147216488138,5.209336085693661,5.284542268745488,43,1,1
4,133.09032206258783,0.005924988886919044,1,4,4,2,132.34969845172293,7.18832951546967,30.14822592238572,23,1,1
1,5.633302683396304,0.14034554360782214,1,1,3,0,4.851574965357193,2.874613672643343,-1.111656532854862,33,1,1
2,72.4081974080675,0.1,1,0,3,1,65.16908115679088,5.887790628191519,16.919558125638304,25,1,1
2,91.18394355272626,0.0,1,0,3,1,91.18394355272626,7.229416895537775,24.684068012752117,55,1,1
1,225.75426323723983,0.007859566645760707,3,2,4,2,670.9806380917629,8.387031715034496,72.1285278003763,47,0,1
2,57.2295835126683,0.05,1,2,4,3,54.36981353805016,6.988246923809161,10.519946863073741,69,1,1
2,64.2857891825208,0.0,1,3,3,2,64.2857891825208,4.580570933412592,16.520565401307934,62,0,1
6,15.996082748262697,0.10101885735401159,3,3,4,2,43.137728117959796,6.923351531116957,10.333780470361125,61,0,1
1,101.6794226592663,0.04219294939781278,1,4,5,2,97.40949618020764,7.72,3.97052691083937,57,0,1
1,236.43479034435924,0.14641425058253704,2,1,4,4,403.3814714212541,9.7306369531457,38.67425355941878,54,0,1
1,907.0265417256418,0.08810317737906061,1,1,4,3,827.0383074335674,10.856422136724934,88.389050628208,26,0,1
4,463.31392450965836,0.007710203365151776,1,1,4,2,459.93685543572184,8.254297124801825,120.52974389930415,37,1,1
0,23.46194646328048,0.08327562913545822,1,2,6,2,21.463608344179285,3.3620638409800807,6.299896132443825,30,0,1
3,49.17269750085175,0.06289562703747023,2,2,3,0,119.91440203375329,7.157815896835289,30.081618754752494,59,0,1
1,368.234779334001,0.0,1,1,6,4,368.234779334001,8.443331415527156,35.74273235026874,52,0,1
2,52.90585746067162,0.0,1,1,4,3,52.90585746067162,5.660058099982686,12.852848842859617,30,0,1
4,53.623316746898524,0.0,1,2,5,2,53.623316746898524,6.311507886157666,9.545291776032734,62,0,1
4,27.766996322056773,0.06290415353364065,2,2,5,2,58.660329074735486,5.999429871121474,16.529429871121472,36,0,1
3,78.4532401612936,0.0,1,2,4,3,78.4532401612936,6.872334584904509,16.29369267134198,54,0,1
2,32.02259024322362,0.05,1,2,5,2,30.419058623050923,4.368042160230258,6.277658100863468,30,1,1
2,12.097354345193295,0.0,3,1,5,1,43.56892504582841,6.209903973900656,8.800429066335035,35,1,1
6,6.259462863337437,0.019075993015299525,4,1,3,1,27.749179615841474,5.547466320374415,5.552205525962175,31,1,1
1,640.564467623303,0.18832533608451246,1,3,5,2,519.3399607415631,8.914009596698586,53.40687908960031,41,0,1
6,33.984760802146205,0.005026577539310956,1,2,5,2,33.81586779682535,6.1593667700424914,7.365181411789222,20,0,1
2,55.7092583615813,0.0,2,1,3,0,111.4185167231626,7.381028706842367,32.24157408285825,37,0,1
0,25.634954220768748,0.01099643007479751,1,3,5,0,25.371039898973606,6.1482135657157695,5.269694246025345,63,0,1
1,783.4565074080274,0.04406989262612338,1,4,3,2,749.1348750308025,10.38574300931444,79.51081502665093,28,0,1
1,54.3010707507128,0.007287088056749616,1,3,4,1,53.863845467307826,6.489675137753224,-0.028217720141874042,32,1,1
1,157.9289265307265,0.0,1,1,4,2,157.9289265307265,7.687290598009373,11.263039007208878,28,1,1
0,23.466996361832738,0.008488795135727908,1,1,4,2,23.270056314683853,4.957015133394024,5.138936989706611,19,0,1
2,78.65836006154838,0.1,2,2,6,3,141.58849742397496,7.0638669296697065,41.79487070886283,42,0,1
4,164.24431967040766,0.12098764052782897,1,3,4,1,144.2171616786595,7.513703819566237,33.44765415822838,59,0,1
2,87.03080247212071,0.010835867017177446,2,1,6,1,172.1306534417804,7.262848028699629,50.418154812799884,46,1,1
2,137.45782148990466,0.043435480294769346,3,1,4,0,394.2000595143824,7.362077556680857,128.1610688763811,54,0,1
2,19.125675535373226,0.20069861520980514,1,2,5,2,15.202568124102477,3.726506923950974,1.5920958456294154,32,0,1
0,3.2523480925205868,0.054749266354071846,1,2,4,1,3.0662005869167426,2.723020671489024,-1.3449203780306527,40,0,1
1,517.2155623804438,0.00999864765279293,1,0,4,3,511.753301167723,10.364992562090361,51.048043545580065,26,0,1
5,89.34481262039363,0.0,2,1,5,4,178.68962524078725,8.813280773540491,44.79438843214527,21,0,1
3,101.85884410475785,0.1475493768187126,1,2,6,0,86.82302128370063,6.390775454895928,18.229371042666763,51,1,1
1,228.4985597676401,0.08950773547253564,1,1,5,2,207.98338679733493,8.143898733476975,16.811749651261326,37,1,1
4,95.12404995985888,0.0,1,0,3,2,95.12404995985888,6.697157487988332,19.94106280029169,40,0,1
2,62.70852385343672,0.05396309633591809,1,2,4,2,59.2989934585433,5.062602220172953,15.694860545821527,45,0,1
2,21.835517370578692,0.05801921614449044,1,1,5,3,20.574708066701046,3.6181152968669426,-1.5796082948469938,36,0,1
2,65.5093354508045,0.06930979104551148,1,0,5,2,60.922892453736786,6.871396477589144,19.36249759998029,20,0,1
1,9.282439775613637,0.05,1,0,3,2,8.817442713388582,2.1615437728466733,1.186458577373282,61,0,1
4,72.85602550300034,0.1,1,1,4,0,65.57082323606697,7.370936582735142,11.141795975997299,22,0,1
2,59.42274639092836,0.0372711340893037,1,1,4,2,57.216295252841576,5.87252824816448,14.153147626420788,40,1,1
1,1398.9758010559865,0.14854708940574882,1,3,5,1,1190.862763742794,12.161783243828621,130.73786463815418,32,0,1
2,69.20071868422707,0.04787132095008106,1,1,5,2,65.82579055724635,6.3925544148599025,16.645865846223824,62,0,1
2,124.17933933379679,0.0,2,1,6,1,248.35867866759358,7.953377514121049,78.9731600195367,60,0,1
3,214.72472494306987,0.08465534089054602,2,2,5,0,392.4382949637832,9.232615500571182,108.54036668700333,51,0,1
1,547.4837485208622,0.006305031624927543,2,2,4,0,1087.775977970332,9.469327049947594,121.06753458320324,34,0,1
1,411.30270181880417,0.07493221715832347,1,1,6,3,380.0035147117724,10.21482376461164,35.38399800080105,27,1,1
1,1388.5217852855433,0.15,1,3,5,1,1180.2474499582447,12.003190653590636,129.6227871086323,30,0,1
2,107.3659092107454,0.05809044797385996,1,4,4,0,101.09874387294104,6.074170751372639,28.508080985960273,61,0,1
0,41.844607043284775,0.03462059794701705,1,3,6,2,40.39746604909946,4.886937674251648,12.005704713946846,42,1,1
4,218.47517615307027,0.00373473968717139,1,0,4,2,217.60298994479285,8.706468731150544,52.32593488933193,22,1,1
2,59.757850184604706,0.0,1,1,6,1,59.757850184604706,7.063972284142949,5.832657047544847,53,0,1
1,380.083529372051,0.008568218264774307,1,0,5,1,376.8070427076013,8.566223434336623,36.649616053337176,64,0,1
2,37.28535889902547,0.0,1,1,5,2,37.28535889902547,5.159198274948945,7.892658351485075,58,0,1
2,17.04126044326771,0.04716764184416218,1,1,4,2,16.16865906915071,3.908300585106497,1.200774459218124,20,0,1
6,42.134109183811056,0.19200295091381236,1,1,5,2,34.027967539948065,5.10566432992111,8.509522686058117,37,0,1
2,15.813098310419658,0.0224042171145647,1,1,5,2,15.491971198444231,6.031876746016046,-0.7404719303629944,61,1,1
3,62.3016467162697,0.14991443266368823,3,5,5,3,158.00576915017368,8.183458832093256,41.901863456225335,65,1,1
1,70.04357813808487,0.0,1,0,3,0,70.04357813808487,6.021363470083518,19.072636552453964,36,0,1
1,6.370491404231641,0.0,1,2,5,1,6.370491404231641,2.4809828084632826,0.02685042027418061,51,1,1
2,72.11010245520231,0.11443300302924023,1,0,4,3,63.88329745648416,6.2700002587672605,16.088452821274828,25,0,1
1,155.00589786878476,0.08725781720424136,3,0,4,3,436.3371604784905,8.561408493549658,43.80283138924554,44,1,1
2,45.46425336288157,0.0,1,3,4,3,45.46425336288157,7.013295811676463,8.901932726995184,51,0,1
1,289.9884731460289,0.0,1,1,4,0,289.9884731460289,8.643921465248813,26.154398756448707,19,1,1
2,36.347062070120316,0.014502244738508523,1,1,4,1,35.78147452531848,5.4018600436545485,7.1192664442598526,45,0,1
4,53.44319279497727,0.0,1,1,5,2,53.44319279497727,5.0143736763721,10.143530446235726,67,1,1
1,77.91941731187863,0.0,1,3,5,1,77.91941731187863,4.51533444755794,4.834025862098351,20,0,1
3,102.9224171226751,0.03869395410337545,4,2,5,4,395.6626327010823,7.747592563982066,118.16284580754008,30,0,1
5,24.125432083484213,0.1729326808204569,1,1,3,2,19.919480544080955,3.8267505376026176,2.150845547320124,22,0,1
4,168.13185221086468,0.06858074738912476,3,3,4,1,469.2429809047344,9.816760227153102,121.56766359400542,39,1,1
4,21.651033451351253,0.07075313013009392,1,1,4,1,20.115690527528216,4.338230239139657,1.5727153786782115,42,0,1
4,163.4544890424999,0.0,1,4,6,4,163.4544890424999,6.592074470643232,39.177448194755534,28,1,1
4,138.18887233837916,0.014447678276401804,1,2,3,2,136.16041830837236,8.161499933645889,29.966430215583834,65,1,1
3,9.265858234680758,0.02643039113459645,2,1,4,1,18.04011119425802,3.2664303911345964,4.386951595819735,62,1,1
1,531.4722829071295,0.0,1,0,4,4,531.4722829071295,8.978719892667003,54.79938648168594,43,0,1
0,10.361919257241835,0.05007108360154951,1,2,6,2,9.840995170421692,2.8608956533795236,1.5695450649500833,56,0,1
2,677.9709874106446,0.05,1,1,6,1,644.0746249151374,9.521672733081507,111.83753359943185,39,0,1
1,86.30845551500335,0.040789803783556934,1,4,3,2,82.75158462507717,6.204736313946309,3.7268432936208047,47,0,1
1,205.09637264341583,0.05,1,1,5,0,194.84289003355755,7.623482609858256,15.756762163607561,45,0,1
5,17.349336565865435,0.09965082413970298,1,2,5,3,15.625377308248574,4.691710961715456,-0.00010475275808910723,41,0,1
1,316.6280757851867,0.0136090796744631,1,0,4,0,312.0527031986322,8.696797986335659,28.749819925851455,33,1,1
1,222.50171680502663,0.152578958751325,3,1,5,3,614.4358968147666,9.839319103977386,63.8943149699046,38,0,1
2,33.310037952681164,0.029707394733248956,1,5,3,1,32.32969392648395,3.5581170421067,7.754681684268017,60,0,1
0,9.759827307785635,0.016919755918954518,1,2,4,4,9.566942090309555,2.5195012662922904,1.419587612399473,34,0,1
2,63.16415126466054,0.0,1,2,4,2,63.16415126466054,6.202840824459809,15.696930362655003,27,0,1
2,7.853846966200454,0.0,1,2,4,3,7.853846966200454,2.941282322066818,-0.18991451186221214,45,0,1
0,19.85635451253073,0.16311101082026241,1,1,5,1,16.57364548746927,5.377199638952945,1.3422506617337808,35,0,1
2,10.492667256766154,0.0,1,3,3,2,10.492667256766154,2.747319834769063,-1.305992660618378,26,0,1
1,291.8946005450803,0.06380066250131249,1,1,5,3,273.24304364969026,8.7462431800063,24.041818004956426,54,0,1
4,267.5773328304799,0.0,2,1,4,0,535.1546656609598,9.429362152365732,140.41305229799895,50,0,1
4,357.0761713573914,0.09943465669935654,1,4,3,0,321.5543938714398,6.855766501666563,89.54190636091698,37,1,1
1,414.75296188623406,0.06426755482714244,4,2,6,1,1548.7160646706368,9.822319622883416,176.01977985671576,50,1,1
2,76.76925808081683,0.0,1,2,6,2,76.76925808081683,7.2501837170797785,19.621403415216196,29,0,1
4,27.373453464720583,0.10745930170317325,1,3,4,4,24.4187883688565,5.27953834209295,1.63400583698259,20,1,1
3,148.8923332193635,0.0,2,1,5,3,297.784666438727,7.963159954609632,87.2749046833201,57,1,1
2,89.28088579635433,0.0,2,4,5,3,178.56177159270865,8.330558749520781,54.16276640467415,58,0,1
5,17.47567292187594,0.1,1,2,4,4,15.732444193257418,4.623856356907401,0.09921546463889908,41,1,1
2,57.09976277580977,0.027929780006176266,1,3,5,1,55.52452318346143,6.166794247824594,13.268554483986412,45,1,1
1,353.6516987283653,0.0,1,1,4,3,353.6516987283653,9.205408045390651,33.23382992198482,51,0,1
3,34.56901660688811,0.02942759072853404,1,1,7,1,33.54493644953513,5.972182020131832,4.402842562381623,63,1,1
3,62.73315988924257,0.0,1,4,4,1,62.73315988924257,6.67136974500971,11.492965198991076,26,0,1
1,225.16607193578267,0.0,1,1,6,1,225.16607193578267,7.893609972870532,19.128312573489325,39,1,1
1,103.77152249410462,0.0,1,3,5,0,103.77152249410462,7.693627605095722,4.761422427971055,52,1,1
2,39.379464881513385,0.019655565912639623,1,1,5,2,38.58144890546022,5.7955337683308645,7.7062595712167195,57,0,1
2,8.065081921950714,0.046983615609857116,1,2,4,4,7.698609720193829,2.916160622243529,-1.1102755890751708,45,0,1
1,161.4276274928164,0.026038299106948583,1,1,6,1,157.0948545214202,7.7512782875016315,11.104120867854501,27,0,1
1,67.46090188934967,0.05,1,2,5,2,64.09140928804335,7.470997264469337,0.22272985556692726,48,0,1
1,14.111575149226962,0.006668492164002704,1,2,5,1,14.007102105324252,4.05065315798638,0.9073599855944395,66,0,1
1,114.37040233225112,0.0,1,1,5,1,114.37040233225112,6.835704611093326,6.8879530651607315,29,0,1
2,78.94724173819057,0.044403866304037455,3,2,5,2,256.0419570044375,8.398126749785277,81.21655637575152,63,0,1
1,429.06157655005745,0.054021755815750076,2,1,3,1,808.3907246961354,9.5804780139269,87.42566416639998,30,0,1
1,569.7847521642267,0.04899454855326717,2,2,4,2,1083.686322248597,10.88661901196847,119.15504422481364,31,0,1
4,197.13146416692783,0.09303607634278699,2,1,4,2,357.40348765914285,9.133056351538858,97.11076207724788,19,1,1
5,39.92221668627525,0.015478512147020375,1,1,6,0,39.28759768824741,4.535459010112049,9.730029609197569,21,0,1
2,16.637640695271863,0.0,1,1,5,4,16.637640695271863,4.001996137378557,1.3575685750196045,68,0,1
0,27.579234100810233,0.025586326216225683,1,1,4,2,26.913989619188367,6.421449588378483,4.269807874973051,52,0,1
1,37.17307725763529,0.0,1,1,5,2,37.17307725763529,5.430870947323936,8.455502504062252,60,0,1
2,17.32567340036695,0.1342624557426519,1,0,9,4,14.98737544257348,4.133902314119138,1.1111790907815804,55,1,1
2,12.401355312514795,0.03817926063182461,1,0,3,2,11.91266077642744,3.1125265286755024,1.0587226691372844,51,0,1
0,3.0339124661127093,0.00703307826844396,1,3,4,4,3.0107033078268444,2.378286003497954,-1.0275826956711098,26,0,1
2,8.756342385740263,0.0,2,0,4,3,17.512684771480526,5.977329521793573,0.1521769101797718,27,0,1
1,29.425494309940966,0.0,1,1,6,1,29.425494309940966,3.367971108187289,7.642094262183507,38,0,1
1,322.23405811737325,0.12111728169679509,1,2,5,0,282.7094518569858,8.633161709913718,25.28803463641743,19,0,1
2,21.753199575770722,0.0,3,0,6,1,71.33033410737345,5.633447007059263,20.08792819044496,60,0,1
4,12.596760004432475,0.0,1,0,5,0,12.596760004432475,4.1183406253462875,-0.32641873822623646,50,0,1
2,23.85825882264138,0.0,1,1,5,0,23.85825882264138,3.5232636634843786,4.8308276856831665,35,1,1
4,48.719022411410506,0.07965966405872436,1,1,4,0,44.76790307409778,6.479362747351784,6.50358150943692,40,1,1
4,103.71904622356203,0.015768083406844664,1,2,3,2,102.03186129902964,7.328434001764272,21.88183146760761,54,0,1
3,12.548641414557876,0.0,1,1,5,1,12.548641414557876,4.086873808343373,-0.7884020499225528,51,0,1
2,25.8436009843527,0.07042107618068669,1,2,4,0,23.99730555987665,4.53886331802867,3.860989417166352,57,1,1
2,70.7790875699585,0.0,2,2,4,1,141.558175139917,7.9308534354608815,39.33678550602241,50,1,1
2,31.21974620019267,0.0,1,1,3,2,31.21974620019267,5.132074503960339,5.798074725024964,28,0,1
1,1675.2236066542462,0.041919167594761095,1,0,4,3,1603.1813252258896,11.703130208802154,180.68100053177903,39,1,1
2,23.415835776673163,0.0,2,4,4,3,46.831671553346325,6.116099708858575,9.048328446653676,47,0,1
2,9.275555689399395,0.046162664402030734,1,0,4,1,8.841626644020309,3.507743453531778,-0.4115578616844676,58,1,1
4,83.06675338115518,0.033719835576765285,1,3,4,3,80.26800702828365,6.745073587493846,18.68876863060056,22,0,1
1,270.41149764874,0.0,2,3,5,1,540.82299529748,9.264372111778012,55.63367423418288,63,0,1
1,378.1204598654848,0.0,1,0,6,1,378.1204598654848,8.410659876623427,36.96269073933122,64,0,1
2,73.26171912191408,0.11261527655502955,1,0,4,3,64.99520449531077,6.582917998086389,16.16289896421018,25,1,1
4,175.86557481798135,0.0,1,1,4,0,175.86557481798135,7.797445621413986,43.54763956420103,19,0,1
1,1298.235853239005,0.04204204840750485,2,1,6,0,2627.509770256731,10.030720648154444,305.2693971282023,22,0,1
5,22.374973128052197,0.11010929667793412,1,0,5,2,19.887541212365065,3.7622949718242276,2.6333884554283467,43,0,1
0,42.39122223600422,0.017851767130444434,4,2,6,1,168.62987235443245,8.426444698608668,61.71658437502195,65,1,1
1,379.96504597958955,0.04680433679563632,1,1,5,1,362.1606762625295,8.63444397683724,34.82736500119447,41,0,1
0,6.959120829999462,0.0421245432017662,1,1,4,3,6.681098844867805,3.534761935570513,-0.5289011551321958,35,1,1
1,424.06139837850594,0.05,2,3,4,2,805.7198392826357,11.234709042318988,85.44829050776657,24,0,1
2,3.678411576051664,0.0,1,2,6,2,3.678411576051664,3.22169282159377,-2.494063894788389,32,0,1
6,2.5124418792817638,0.0,1,3,6,2,3.4758085902436138,2.5997488586702855,-1.2085728856604843,42,0,1
1,5.915739421650829,0.10178257229364637,1,1,3,0,5.352542521625986,2.9535827397428727,-0.8599824048444197,33,0,1
0,13.035757015428368,0.07430514884191525,1,1,3,2,12.03263750606251,4.079722059536766,1.0285364200607066,42,0,1
2,174.6032497353219,0.2,1,1,5,2,139.68417144113272,6.677629535422108,38.192363674582445,47,0,1
3,33.36587030126249,0.0,1,1,6,1,33.36587030126249,4.852986420966303,4.93940785298037,19,0,1
3,21.04384131632401,0.0,1,1,5,3,21.04384131632401,4.88551491785155,1.1424183178680345,58,0,1
2,87.18906028046108,0.013788438068303571,2,1,6,1,171.92102089715044,7.279972940796161,49.627456285308305,46,1,1
6,18.05617733088248,0.1294865819113873,2,1,4,3,43.220746821677025,4.65129519794948,12.64100353072133,57,0,1
0,3.8769111142830024,0.020164982684393568,1,1,4,2,3.8103666714245037,2.109055889180119,-0.39778181299145055,30,0,1
1,502.3738774931944,0.10666279269077807,1,4,4,0,448.552771695997,10.814125516818791,43.016633737871615,40,1,1
6,7.612661931541895,0.003997135509167949,2,1,5,1,15.146980007104098,4.0191289606273655,2.0431833859531743,62,1,1
1,273.67171371926,0.03103932926463795,1,1,4,3,265.1358981714846,7.637471829354545,24.178960670735364,33,0,1
4,179.56899366541813,0.0,1,1,4,1,179.56899366541813,8.40792868100991,41.87598436700969,67,1,1
0,35.75817513410101,0.0,1,3,5,1,35.75817513410101,5.359137657908605,9.56693803008555,64,0,1
1,914.7718288429189,0.0,2,1,4,2,2039.4933260145044,11.13136439349649,233.6074899219676,44,0,1
0,18.044559764676247,0.0050333193259671505,1,1,4,3,17.949933361348066,4.03510704206408,3.860673470605522,43,1,1
0,18.907719157560507,0.1277806234193929,1,1,6,3,16.502116933482462,4.743434069046508,1.9077294018703208,55,0,1
4,91.40273829369842,0.0,1,2,4,3,91.40273829369842,7.263778713031098,19.248101379013498,62,0,1
4,148.60681885166804,0.06211679610074699,1,1,4,0,139.29451100958582,8.928467184402988,34.552117861903085,45,1,1
1,309.58891321479206,0.2,1,1,5,2,247.6705529225325,9.682946060983955,20.039013468881336,57,1,1
6,11.89360469192992,0.24716228548989458,4,1,6,1,38.24892835028449,5.6628975448654435,9.637202172393453,65,0,1
1,160.33513049458597,0.0,3,1,5,1,521.478842545219,10.889192374282754,51.690366176850034,26,0,1
6,42.643265675779006,0.17778482543968704,1,0,5,1,35.06408783275183,5.648771897701195,8.379974628417127,40,0,1
5,22.802973063855664,0.0,3,0,4,2,68.408919191567,7.177485428561644,20.558036866440027,31,1,1
2,10.090017082162433,0.0,1,1,5,3,10.090017082162433,3.325614214442975,0.2087083540891057,30,1,1
0,7.9076996708199685,0.04710271717944991,1,0,4,2,7.530877933384369,3.1439069575386402,0.24740119399970928,62,0,1
2,22.440853564712196,0.13184326669380353,1,2,6,3,19.461195737432234,4.540301697448517,-2.290978649619775,46,0,1
2,127.04227813015862,0.0,2,1,5,1,254.08455626031724,7.827581718523334,81.10301297258769,58,1,1
0,16.80533236729354,0.0,1,1,5,4,16.80533236729354,3.97893988811332,2.950545959873411,45,1,1
2,26.864794995336865,0.011729778037288939,3,1,3,0,84.89217565887326,7.000734932243386,23.729659406531614,58,0,1
2,14.722266554050915,0.045924448198302846,1,1,6,3,14.051769610355693,3.358329880633498,1.5552487274729776,25,0,1
2,106.46488313381543,0.19192006394460664,2,1,4,3,253.5592438047041,9.222328377273179,79.51960895277463,59,0,1
2,37.17438036089852,0.033500209819460294,3,0,3,2,130.6182606797879,6.056395467899658,39.66382576582972,28,1,1
1,54.9615982824295,0.03649628039286574,1,1,5,1,52.90320806827187,5.9262063807640395,13.968106066235238,48,1,1
3,36.63959671638125,0.07608782187860574,1,3,5,2,33.83173653436418,5.023037939976923,7.629105858647597,26,0,1
4,278.27906407792915,0.02914990646951562,2,2,5,4,540.385760046571,7.99299274979624,147.97793498040116,57,0,1
3,4.946995312770438,0.18130733175157218,1,1,3,2,4.02849765638522,2.322339471095598,-1.79232792083742,49,0,1
5,29.033520753654674,0.11500638932913669,1,2,3,2,25.575661981158635,5.133567419087409,4.498539921642086,64,1,1
4,196.27377969188697,0.02139567902660354,2,1,4,2,384.0235208595751,10.378926666512681,98.68241586407919,45,1,1
0,88.64891182652674,0.0,2,1,5,1,177.29782365305348,7.794300493655879,64.04442254460834,42,0,1
2,18.44920658350484,0.0,2,1,4,0,36.89841316700968,5.159141143971255,7.755284015239641,29,0,1
2,74.96814650552884,0.0,1,1,5,3,74.96814650552884,6.560073170027789,18.71990550699321,26,0,1
4,15.82923473008204,0.0,4,2,5,3,67.1321655395767,6.336323304076404,19.615233603870042,65,0,1
2,49.11743305187149,0.0,1,1,3,1,49.11743305187149,5.29152326643982,12.543314581279176,67,1,1
1,36.40869140790798,0.14722986127013363,4,3,5,1,124.71999598370365,6.326343818506211,37.64989401400642,61,0,1
1,66.73700724531504,0.0,1,1,3,0,66.73700724531504,4.516382796371989,3.4953365808505343,34,0,1
4,116.77146128689938,0.1377073211847355,4,2,5,1,468.3696783398793,9.536380465602429,129.835941953102,42,1,1
2,112.90679994187207,0.13612103662639854,1,2,3,0,97.45480234559551,7.030426523856819,26.376300825103375,52,0,1
0,13.586416512496708,0.10923940575370703,1,0,3,2,12.09412966388962,4.12880550416557,1.0883614708410139,42,1,1
2,41.221122675985626,0.02642341697539373,1,2,4,1,40.148331946784644,6.183520478274804,7.869310298081298,59,0,1
4,190.52750940589996,0.0012394268512924272,1,2,5,1,190.2885479089708,6.74767857627929,46.53150492281772,43,0,1
1,160.0363768568046,0.1410568516999393,1,1,5,1,137.24427329067515,7.899431483000607,8.571788629660013,53,1,1
3,138.99466961265068,0.0,1,3,5,1,138.99466961265068,7.4497644937857945,37.91720241825802,53,0,1
1,313.6121280917884,0.032664376961612895,1,0,5,2,302.91454463686017,9.950034345575807,26.403065750784645,19,0,1
5,16.80385280176756,0.15,1,2,4,2,14.286848811893185,3.9059144312606526,1.7548636671422269,33,0,1
